Date,price
18/05/2021,42909.40234
19/05/2021,37002.44141
20/05/2021,40782.73828
21/05/2021,37304.69141
22/05/2021,37536.63281
23/05/2021,34770.58203
24/05/2021,38705.98047
25/05/2021,38402.22266
26/05/2021,39294.19922
27/05/2021,38436.96875
28/05/2021,35697.60547
29/05/2021,34616.06641
30/05/2021,35678.12891
31/05/2021,37332.85547
01/06/2021,36684.92578
02/06/2021,37575.17969
03/06/2021,39208.76563
04/06/2021,36894.40625
05/06/2021,35551.95703
06/06/2021,35862.37891
07/06/2021,33560.70703
08/06/2021,33472.63281
09/06/2021,37345.12109
10/06/2021,36702.59766
11/06/2021,37334.39844
12/06/2021,35552.51563
13/06/2021,39097.85938
14/06/2021,40218.47656
15/06/2021,40406.26953
16/06/2021,38347.0625
17/06/2021,38053.50391
18/06/2021,35787.24609
19/06/2021,35615.87109
20/06/2021,35698.29688
21/06/2021,31676.69336
22/06/2021,32505.66016
23/06/2021,33723.02734
24/06/2021,34662.4375
25/06/2021,31637.7793
26/06/2021,32186.27734
27/06/2021,34649.64453
28/06/2021,34434.33594
29/06/2021,35867.77734
30/06/2021,35040.83594
01/07/2021,33572.11719
02/07/2021,33897.04688
03/07/2021,34668.54688
04/07/2021,35287.78125
05/07/2021,33746.00391
06/07/2021,34235.19531
07/07/2021,33855.32813
08/07/2021,32877.37109
09/07/2021,33798.01172
10/07/2021,33520.51953
11/07/2021,34240.1875
12/07/2021,33155.84766
13/07/2021,32702.02539
14/07/2021,32822.34766
15/07/2021,31780.73047
16/07/2021,31421.53906
17/07/2021,31533.06836
18/07/2021,31796.81055
19/07/2021,30817.83203
20/07/2021,29807.34766
21/07/2021,32110.69336
22/07/2021,32313.10547
23/07/2021,33581.55078
24/07/2021,34292.44531
25/07/2021,35350.1875
26/07/2021,37337.53516
27/07/2021,39406.94141
28/07/2021,39995.90625
29/07/2021,40008.42188
30/07/2021,42235.54688
31/07/2021,41626.19531
01/08/2021,39974.89453
02/08/2021,39201.94531
03/08/2021,38152.98047
04/08/2021,39747.50391
05/08/2021,40869.55469
06/08/2021,42816.5
07/08/2021,44555.80078
08/08/2021,43798.11719
09/08/2021,46365.40234
10/08/2021,45585.03125
11/08/2021,45593.63672
12/08/2021,44428.28906
13/08/2021,47793.32031
14/08/2021,47096.94531
15/08/2021,47047.00391
16/08/2021,46004.48438
17/08/2021,44695.35938
18/08/2021,44801.1875
19/08/2021,46717.57813
20/08/2021,49339.17578
21/08/2021,48905.49219
22/08/2021,49321.65234
23/08/2021,49546.14844
24/08/2021,47706.11719
25/08/2021,48960.78906
26/08/2021,46942.21875
27/08/2021,49058.66797
28/08/2021,48902.40234
29/08/2021,48829.83203
30/08/2021,47054.98438
31/08/2021,47166.6875
01/09/2021,48847.02734
02/09/2021,49327.72266
03/09/2021,50025.375
04/09/2021,49944.625
05/09/2021,51753.41016
06/09/2021,52633.53516
07/09/2021,46811.12891
08/09/2021,46091.39063
09/09/2021,46391.42188
10/09/2021,44883.91016
11/09/2021,45201.45703
12/09/2021,46063.26953
13/09/2021,44963.07422
14/09/2021,47092.49219
15/09/2021,48176.34766
16/09/2021,47783.35938
17/09/2021,47267.51953
18/09/2021,48278.36328
19/09/2021,47260.21875
20/09/2021,42843.80078
21/09/2021,40693.67578
22/09/2021,43574.50781
23/09/2021,44895.09766
24/09/2021,42839.75
25/09/2021,42716.59375
26/09/2021,43208.53906
27/09/2021,42235.73047
28/09/2021,41034.54297
29/09/2021,41564.36328
30/09/2021,43790.89453
01/10/2021,48116.94141
02/10/2021,47711.48828
03/10/2021,48199.95313
04/10/2021,49112.90234
05/10/2021,51514.8125
06/10/2021,55361.44922
07/10/2021,53805.98438
08/10/2021,53967.84766
09/10/2021,54968.22266
10/10/2021,54771.57813
11/10/2021,57484.78906
12/10/2021,56041.05859
13/10/2021,57401.09766
14/10/2021,57321.52344
15/10/2021,61593.94922
16/10/2021,60892.17969
17/10/2021,61553.61719
18/10/2021,62026.07813
19/10/2021,64261.99219
20/10/2021,65992.83594
21/10/2021,62210.17188
22/10/2021,60692.26563
23/10/2021,61393.61719
24/10/2021,60930.83594
25/10/2021,63039.82422
26/10/2021,60363.79297
27/10/2021,58482.38672
28/10/2021,60622.13672
29/10/2021,62227.96484
30/10/2021,61888.83203
31/10/2021,61318.95703
01/11/2021,61004.40625
02/11/2021,63226.40234
03/11/2021,62970.04688
04/11/2021,61452.23047
05/11/2021,61125.67578
06/11/2021,61527.48047
07/11/2021,63326.98828
08/11/2021,67566.82813
09/11/2021,66971.82813
10/11/2021,64995.23047
11/11/2021,64949.96094
12/11/2021,64155.94141
13/11/2021,64469.52734
14/11/2021,65466.83984
15/11/2021,63557.87109
16/11/2021,60161.24609
17/11/2021,60368.01172
18/11/2021,56942.13672
19/11/2021,58119.57813
20/11/2021,59697.19531
21/11/2021,58730.47656
22/11/2021,56289.28906
23/11/2021,57569.07422
24/11/2021,56280.42578
25/11/2021,57274.67969
26/11/2021,53569.76563
27/11/2021,54815.07813
28/11/2021,57248.45703
29/11/2021,57806.56641
30/11/2021,57005.42578
01/12/2021,57229.82813
02/12/2021,56477.81641
03/12/2021,53598.24609
04/12/2021,49200.70313
05/12/2021,49368.84766
06/12/2021,50582.625
07/12/2021,50700.08594
08/12/2021,50504.79688
09/12/2021,47672.12109
10/12/2021,47243.30469
11/12/2021,49362.50781
12/12/2021,50098.33594
13/12/2021,46737.48047
14/12/2021,46612.63281
15/12/2021,48896.72266
16/12/2021,47665.42578
17/12/2021,46202.14453
18/12/2021,46848.77734
19/12/2021,46707.01563
20/12/2021,46880.27734
21/12/2021,48936.61328
22/12/2021,48628.51172
23/12/2021,50784.53906
24/12/2021,50822.19531
25/12/2021,50429.85938
26/12/2021,50809.51563
27/12/2021,50640.41797
28/12/2021,47588.85547
29/12/2021,46444.71094
30/12/2021,47178.125
31/12/2021,46306.44531
01/01/2022,47686.8125
02/01/2022,47345.21875
03/01/2022,46458.11719
04/01/2022,45897.57422
05/01/2022,43569.00391
06/01/2022,43160.92969
07/01/2022,41557.90234
08/01/2022,41733.94141
09/01/2022,41911.60156
10/01/2022,41821.26172
11/01/2022,42735.85547
12/01/2022,43949.10156
13/01/2022,42591.57031
14/01/2022,43099.69922
15/01/2022,43177.39844
16/01/2022,43113.87891
17/01/2022,42250.55078
18/01/2022,42375.63281
19/01/2022,41744.32813
20/01/2022,40680.41797
21/01/2022,36457.31641
22/01/2022,35030.25
23/01/2022,36276.80469
24/01/2022,36654.32813
25/01/2022,36954.00391
26/01/2022,36852.12109
27/01/2022,37138.23438
28/01/2022,37784.33203
29/01/2022,38138.17969
30/01/2022,37917.60156
31/01/2022,38483.125
01/02/2022,38743.27344
02/02/2022,36952.98438
03/02/2022,37154.60156
04/02/2022,41500.875
05/02/2022,41441.16406
06/02/2022,42412.43359
07/02/2022,43840.28516
08/02/2022,44118.44531
09/02/2022,44338.79688
10/02/2022,43565.11328
11/02/2022,42407.9375
12/02/2022,42244.46875
13/02/2022,42197.51563
14/02/2022,42586.91797
15/02/2022,44575.20313
16/02/2022,43961.85938
17/02/2022,40538.01172
18/02/2022,40030.97656
19/02/2022,40122.15625
20/02/2022,38431.37891
21/02/2022,37075.28125
22/02/2022,38286.02734
23/02/2022,37296.57031
24/02/2022,38332.60938
25/02/2022,39214.21875
26/02/2022,39105.14844
27/02/2022,37709.78516
28/02/2022,43193.23438
01/03/2022,44354.63672
02/03/2022,43924.11719
03/03/2022,42451.78906
04/03/2022,39137.60547
05/03/2022,39400.58594
06/03/2022,38419.98438
07/03/2022,38062.03906
08/03/2022,38737.26953
09/03/2022,41982.92578
10/03/2022,39437.46094
11/03/2022,38794.97266
12/03/2022,38904.01172
